id,nombre,latitud,longitud,prioridad,ventana_inicio,ventana_fin,pedido,distrito
864,Mercado de Chorrillos Oeste,-12.0254,-76.9647,2,12:00,15:00,159.96,Villa El Salvador
865,Vivanda 1,-12.0548,-77.0253,4,18:00,22:00,192.24,El Agustino
866,Centro Comercial Plaza Central Principal,-12.213,-76.9552,2,08:00,11:00,247.87,Lurigancho
867,Universidad Ricardo Palma - Pueblo Libre,-12.0957,-77.0278,3,14:00,22:00,196.52,San Luis
868,Centro Comercial Real Plaza Terciario,-12.0345,-77.0132,5,09:00,11:00,130.48,Rímac
869,Mercado de Surquillo Express,-12.1373,-77.0171,2,16:00,20:00,246.54,Barranco
870,Clínica Internacional Oeste,-11.7555,-77.1527,1,19:00,21:00,373.46,Ancón
871,Parque Reducto - Lurigancho,-12.0794,-77.0317,2,14:00,18:00,206.47,La Victoria
872,Parque de la Exposición Premium,-12.0759,-77.075,2,10:00,16:00,260.82,Magdalena
873,Plaza Mayor de Lima - Ancón,-12.236,-76.8176,4,06:00,18:00,177.75,Chaclacayo
874,Universidad Científica del Sur Premium,-12.0626,-77.1263,2,15:00,21:00,319.86,Bellavista
875,Plaza de la Revolución Plus,-12.279,-76.9572,5,18:00,21:00,108.43,Mi Perú
876,Hotel JW Marriott Premium,-12.0408,-77.1157,1,16:00,20:00,383.17,Carmen de la Legua
877,Restaurante La Mar Premium,-11.7558,-77.1485,2,20:00,23:00,333.25,Ancón
878,Universidad San Marcos Principal,-12.0621,-77.0689,1,20:00,23:00,348.72,Pueblo Libre
879,Clínica Delgado 3,-11.9508,-77.0529,3,17:00,23:00,107.39,Comas
880,Restaurante El Rincón del Ceviche Express,-12.3346,-77.129,3,16:00,23:00,195.65,Pachacámac
881,Mercado Central - Jesús María,-12.0555,-76.9233,2,09:00,15:00,261.57,Lurigancho
882,Universidad UPC - Santiago de Surco,-11.8949,-77.0469,3,17:00,23:00,294.02,Carabayllo
883,Farmacia Universal Terciario,-12.0614,-77.0867,2,07:00,19:00,371.33,San Miguel
884,Clínica Anglo Americana Este,-12.2368,-76.8376,1,15:00,21:00,390.53,Santa Rosa
885,Clínica Internacional Express,-11.8532,-77.1024,3,19:00,23:00,147.98,Puente Piedra
886,Plaza de la Revolución Oeste,-11.8534,-77.1098,5,12:00,16:00,54.69,Puente Piedra
887,Mercado de Chorrillos Principal,-11.8597,-76.9033,4,06:00,09:00,104.72,Lurín
888,Centro Comercial Plaza San Miguel Secundario,-11.9587,-77.0544,1,18:00,22:00,235.84,Comas
889,Farmacia Arcángel Premium,-12.1824,-76.8514,2,12:00,23:00,245.16,Santiago de Surco
890,Hotel JW Marriott 2,-12.0572,-77.1506,1,13:00,19:00,258.05,Callao
891,Mercado de Magdalena Premium,-12.2146,-76.8188,2,11:00,14:00,288.49,Lurigancho
892,Universidad San Marcos Secundario,-12.1625,-76.998,2,14:00,22:00,156.06,Surco
893,Restaurante Rafael - Magdalena,-11.8544,-77.0986,2,09:00,17:00,256.16,Puente Piedra
894,Estadio Nacional 5,-11.9026,-77.0587,1,10:00,13:00,311.55,Carabayllo
895,Clínica Internacional 3,-12.0669,-77.0894,2,16:00,18:00,235.42,San Miguel
896,Mercado de San Isidro Terciario,-12.0613,-77.1618,3,20:00,23:00,147.45,La Punta
897,Clínica Ricardo Palma Este,-11.8542,-77.0985,4,20:00,22:00,76.4,Puente Piedra
898,Universidad Privada del Norte Premium,-12.0549,-77.1536,3,18:00,21:00,256.45,Callao
899,Centro Comercial Real Plaza Sur,-12.0863,-77.0228,3,14:00,18:00,272.85,San Luis
900,Hospital Nacional Dos de Mayo 1,-12.0068,-76.992,5,07:00,09:00,60.79,Villa María del Triunfo
901,Hospital Nacional Dos de Mayo Plus,-12.1193,-77.0318,1,08:00,12:00,317.89,Miraflores
902,Supermercado Metro - Santiago de Surco,-12.1464,-77.028,3,19:00,23:00,288.53,Barranco
903,Universidad San Martín Este,-12.0995,-77.0615,2,18:00,22:00,166.23,Lurigancho
904,Plaza de la Revolución Plus,-12.0609,-77.1249,3,08:00,10:00,148.7,Bellavista
905,Restaurante La Picantería Premium,-12.0772,-76.9938,2,16:00,18:00,357.7,San Borja
906,Parque Kennedy 2,-12.0651,-77.1373,4,19:00,22:00,134.58,Bellavista
907,Plaza Grau Plus,-11.8907,-76.8332,2,11:00,19:00,252.94,Villa El Salvador
908,Parque Kennedy Plus,-12.0456,-77.1219,3,19:00,23:00,294.2,Carmen de la Legua
909,Restaurante Rafael - El Agustino,-12.0949,-77.0454,2,15:00,23:00,281.18,San Isidro
910,Plaza Vea Express,-11.9226,-76.8063,3,08:00,16:00,160.15,Pachacámac
911,Restaurante El Rincón del Ceviche - Santa Rosa,-12.0405,-77.0442,4,16:00,23:00,92.16,Breña
912,Centro Comercial Plaza Norte 2,-11.9505,-77.0406,3,18:00,23:00,183.11,Comas
913,Farmacia InkaFarma Express,-12.0388,-77.1155,1,07:00,19:00,287.36,Carmen de la Legua
914,Restaurante El Rincón del Ceviche Express,-11.9773,-76.8902,3,20:00,23:00,225.94,Villa María del Triunfo
915,Farmacia El Rey Plus,-12.029,-77.0231,3,08:00,12:00,228.11,Rímac
916,Centro Comercial Jockey Plaza Premium,-12.0654,-77.0603,2,10:00,14:00,218.64,Pueblo Libre
917,Farmacia El Ahorro Plus,-12.2801,-76.8615,2,16:00,20:00,316.35,Mi Perú
918,Parque de la Reserva - Lurigancho,-11.9761,-77.0717,4,13:00,21:00,176.98,Los Olivos
919,Restaurante El Mercado Premium,-12.0727,-77.0539,3,12:00,15:00,178.07,Lince
920,Parque de la Pera Plus,-12.0511,-77.1395,4,08:00,16:00,187.84,Bellavista
921,Hotel Sheraton Plus,-11.8747,-76.8838,3,12:00,14:00,131.78,Villa El Salvador
922,Centro Comercial Plaza Central Plus,-11.9352,-76.8604,1,07:00,09:00,300.17,Villa El Salvador
923,Parque de la Exposición Plus,-12.1072,-77.0306,3,09:00,21:00,218.35,San Isidro
924,Restaurante La Mar Express,-12.0662,-77.0449,3,14:00,20:00,286.77,Jesús María
925,Plaza Mayor de Lima Oeste,-12.0507,-77.0563,2,10:00,22:00,363.04,Jesús María
926,Farmacia El Ahorro - La Punta,-12.0374,-76.8753,1,07:00,13:00,461.21,Villa María del Triunfo
927,Santa Isabel Plus,-12.1441,-77.0202,2,18:00,23:00,365.44,Barranco
928,Restaurante Osaka Principal,-11.8829,-77.0506,3,09:00,13:00,175.57,Pachacámac
929,Plaza Francia Secundario,-11.9588,-77.0571,4,08:00,20:00,78.59,Comas
930,Hotel Wyndham Express,-12.1611,-77.0011,1,18:00,21:00,356.74,Surco
931,Plaza San Martín Express,-11.8207,-76.9453,2,17:00,23:00,196.67,Mi Perú
932,Centro Comercial Jockey Plaza - Los Olivos,-12.0578,-77.054,2,17:00,19:00,235.5,Breña
933,Hospital María Auxiliadora Plus,-12.071,-77.0525,2,17:00,21:00,336.28,Pueblo Libre
934,Restaurante La Picantería Oeste,-11.8965,-77.0456,2,11:00,23:00,291.39,Carabayllo
935,Hospital Nacional Dos de Mayo Premium,-12.0705,-77.0332,4,09:00,13:00,141.43,La Victoria
936,Hospital Nacional Dos de Mayo - Santiago de Surco,-12.0555,-76.9571,1,19:00,21:00,221.56,Ate
937,Hotel Radisson Norte,-11.8683,-77.0139,5,12:00,20:00,69.6,Pachacámac
938,Plaza Mayor de Lima Premium,-11.9016,-77.05,2,14:00,18:00,366.66,Carabayllo
939,Restaurante El Mercado Sur,-12.3097,-76.8387,1,07:00,09:00,201.22,Chosica
940,Restaurante Maido Express,-12.2815,-77.1865,3,18:00,20:00,267.96,Chaclacayo
941,Restaurante El Rincón del Ceviche Plus,-12.0476,-77.128,1,14:00,17:00,316.79,Carmen de la Legua
942,Hotel Wyndham - Ate,-12.0403,-77.0206,1,12:00,14:00,437.37,El Agustino
943,Clínica Anglo Americana 4,-12.0868,-76.955,4,09:00,11:00,163.34,La Molina
944,Hospital María Auxiliadora Plus,-12.1317,-77.0178,4,10:00,14:00,172.92,Barranco
945,Hospital Alberto Sabogal Premium,-11.8988,-77.2005,2,17:00,23:00,363.6,Ventanilla
946,Farmacia San Pablo - La Molina,-12.0849,-77.0245,1,12:00,14:00,318.01,San Luis
947,Farmacia El Rey 3,-12.0779,-77.0756,1,19:00,23:00,440.49,Magdalena
948,Mercado Central Express,-12.0553,-77.0481,3,12:00,18:00,103.36,Jesús María
949,Parque Kennedy - Lurigancho,-12.0629,-77.1381,3,09:00,12:00,216.0,Bellavista
950,Parque de la Amistad - San Martín de Porres,-12.0818,-76.9918,3,09:00,13:00,112.37,San Borja
951,Farmacia El Ahorro 2,-12.0431,-76.9469,1,12:00,15:00,373.51,Ate
952,Hospital Alberto Sabogal Principal,-12.2194,-77.0617,1,09:00,17:00,257.25,Villa María del Triunfo
953,Santa Isabel Express,-12.055,-77.1438,2,06:00,12:00,329.25,Callao
954,Mercado de San Isidro Norte,-12.0842,-77.0026,1,15:00,21:00,346.49,San Borja
955,Farmacia Mifarma Express,-12.0575,-77.1265,2,19:00,23:00,262.33,Bellavista
956,Parque El Olivar Premium,-12.0691,-77.0516,2,14:00,20:00,385.12,Jesús María
957,Plaza Vea Plus,-12.0857,-76.9992,3,13:00,17:00,125.76,San Borja
958,Restaurante El Chinito 2,-12.1379,-76.8253,2,15:00,18:00,237.6,Villa María del Triunfo
959,Mercado Central Express,-12.094,-77.0294,2,15:00,17:00,203.66,San Luis
960,Plaza de Acho Express,-12.089,-77.0697,4,09:00,21:00,135.63,Magdalena
961,Hospital Nacional Dos de Mayo Express,-11.8935,-77.1998,3,17:00,23:00,249.42,Ventanilla
962,Universidad San Marcos 4,-11.8544,-77.0902,3,15:00,23:00,130.33,Puente Piedra
963,Wong - San Martín de Porres,-12.3167,-76.8182,3,07:00,11:00,160.79,San Juan de Miraflores
964,Mercado de Magdalena - Magdalena,-12.0787,-76.9445,3,19:00,23:00,272.68,La Molina
965,Hotel Hilton - Chaclacayo,-11.9793,-77.0789,1,15:00,19:00,294.56,Los Olivos
966,Hotel Country Club 3,-11.9332,-76.9779,3,14:00,22:00,116.17,Villa El Salvador
967,Universidad Ricardo Palma - Pachacámac,-12.0031,-77.0456,4,13:00,23:00,93.6,San Martín de Porres
968,Plaza Grau Este,-11.8972,-77.2029,3,17:00,21:00,249.47,Ventanilla
969,Centro Comercial Plaza San Miguel Secundario,-12.0549,-77.0212,3,15:00,21:00,270.89,El Agustino
970,Plaza Grau Principal,-12.0521,-77.0802,3,06:00,10:00,158.4,San Miguel
971,Plaza Grau Oeste,-12.0956,-77.0133,3,08:00,20:00,297.48,San Luis
972,Centro Comercial Plaza Central Premium,-12.0851,-76.9559,2,18:00,23:00,324.55,La Molina
973,Supermercado El Triunfo - San Martín de Porres,-12.0531,-77.0113,2,10:00,22:00,385.09,El Agustino
974,Restaurante La Picantería Express,-12.3703,-76.8206,1,19:00,23:00,402.7,Lurín
975,Hotel Marriott 5,-11.8663,-77.1657,3,09:00,12:00,240.39,Villa María del Triunfo
976,Clínica San Felipe - Pachacámac,-11.9802,-77.0284,3,08:00,14:00,258.3,Independencia
977,Plaza Mayor de Lima Premium,-12.0872,-77.0541,1,15:00,23:00,244.91,Lince
978,Clínica Anglo Americana Norte,-12.0227,-77.018,5,08:00,16:00,118.21,Rímac
979,Plaza de la Revolución Plus,-12.0566,-77.1205,3,13:00,23:00,122.5,Bellavista
980,Mercado de Miraflores - Los Olivos,-12.054,-77.0497,2,08:00,11:00,382.88,Jesús María
981,Hotel Radisson Express,-12.0655,-77.1227,4,13:00,15:00,140.36,Bellavista
982,Restaurante Rafael Sur,-11.9034,-77.0437,2,20:00,23:00,176.18,Carabayllo
983,Farmacia Mifarma Norte,-12.0023,-77.0457,1,08:00,16:00,437.51,San Martín de Porres
984,Mercado de Surquillo Premium,-11.962,-76.9468,1,13:00,15:00,221.55,Santa Rosa
985,Centro Comercial Jockey Plaza Terciario,-12.0603,-77.0884,3,14:00,23:00,259.75,San Miguel
986,Centro Comercial Real Plaza Plus,-12.2428,-77.0617,3,07:00,11:00,203.65,San Juan de Miraflores
987,Centro Comercial Mall Aventura Este,-12.0824,-77.016,2,12:00,14:00,179.87,San Luis
988,Universidad del Pacífico Express,-11.913,-77.0099,3,10:00,16:00,245.41,Pachacámac
989,Restaurante Central - Chaclacayo,-12.0236,-77.0222,2,17:00,23:00,358.32,Rímac
990,Mercado Central Plus,-12.1319,-76.865,2,13:00,15:00,215.36,Lurigancho
991,Hospital Nacional Dos de Mayo Express,-12.0688,-76.9424,1,06:00,14:00,214.95,Lurigancho
992,Centro Comercial Larcomar - San Miguel,-12.1513,-77.0088,1,07:00,11:00,283.57,Surco
993,Universidad Privada del Norte - La Victoria,-12.4273,-77.1351,3,12:00,18:00,205.98,Chosica
994,Farmacia San Pablo Premium,-12.1325,-77.0217,3,17:00,20:00,175.23,Barranco
995,Restaurante El Mercado Secundario,-12.0764,-77.0536,4,07:00,10:00,166.06,Pueblo Libre
996,Farmacia El Ahorro - Barranco,-12.1094,-77.0662,2,19:00,23:00,333.22,Santiago de Surco
997,Universidad San Marcos Terciario,-12.0707,-77.1793,2,12:00,18:00,368.12,La Punta
998,Centro Financiero 3,-12.0749,-77.0229,4,20:00,23:00,183.97,La Victoria
999,Parque de la Pera Principal,-12.0457,-76.9548,3,12:00,20:00,114.38,Ate
1000,Restaurante La Mar Premium,-12.0748,-76.943,5,13:00,16:00,91.3,Santa Rosa
1001,Parque de la Exposición - Magdalena,-12.2021,-76.9221,3,16:00,23:00,252.64,Villa María del Triunfo
1002,Supermercado El Súper Express,-12.0464,-77.0258,2,11:00,17:00,307.46,El Agustino
1003,Farmacia El Súper 2,-11.7411,-77.1471,3,10:00,12:00,271.42,Ancón
1004,Mercado de Chorrillos Secundario,-12.0542,-77.0141,3,19:00,23:00,135.79,El Agustino
1005,Parque El Olivar Este,-12.1289,-77.0325,2,15:00,19:00,335.64,Miraflores
1006,Hotel Wyndham Premium,-12.0685,-77.0476,2,20:00,23:00,354.94,Jesús María
1007,Hotel Radisson Norte,-11.9273,-76.8367,5,20:00,22:00,113.06,Chorrillos
1008,Plaza Bolognesi 1,-12.0589,-76.9483,2,18:00,20:00,244.12,Ate
1009,Parque de la Familia Oeste,-11.9873,-77.0785,2,19:00,23:00,316.85,Los Olivos
1010,Hospital Alberto Sabogal Plus,-12.0508,-77.1361,1,14:00,22:00,285.0,Bellavista
1011,Hotel Sonesta - Breña,-12.0798,-76.9414,1,07:00,19:00,411.72,La Molina
1012,Supermercado Metro Este,-12.0503,-77.1421,2,13:00,21:00,366.85,Callao
1013,Hospital Nacional Dos de Mayo 1,-12.2849,-77.0877,1,17:00,23:00,314.02,Mi Perú
1014,Hotel Sheraton Principal,-12.044,-77.1158,4,13:00,15:00,108.07,Carmen de la Legua
1015,Clínica Delgado Principal,-11.8564,-77.1799,1,14:00,23:00,369.92,Chorrillos
1016,Plaza de Acho 2,-12.0765,-77.0517,1,15:00,19:00,295.66,Lince
1017,Restaurante El Chinito 5,-11.9018,-77.0588,2,17:00,21:00,282.13,Carabayllo
1018,Centro Comercial Plaza Norte Plus,-11.7584,-77.1406,3,18:00,23:00,186.1,Ancón
1019,Farmacia Arcángel Express,-12.0735,-77.0263,4,18:00,23:00,76.49,La Victoria
1020,Plaza de la Revolución Express,-12.0763,-77.0581,2,08:00,12:00,152.05,Lince
1021,Mercado de Magdalena 4,-12.0514,-77.0843,3,12:00,23:00,230.59,San Miguel
1022,Centro Comercial Plaza Bellavista Premium,-12.1472,-77.0789,3,14:00,17:00,210.62,Pachacámac
1023,Wong - Puente Piedra,-12.0586,-77.0253,5,09:00,13:00,64.03,El Agustino
1024,Clínica San Felipe Sur,-12.1056,-76.8272,2,16:00,19:00,164.83,San Juan de Miraflores
1025,Farmacia InkaFarma Premium,-12.1329,-77.1121,3,19:00,22:00,295.25,San Juan de Miraflores
1026,Supermercado El Súper - La Punta,-12.0407,-77.0135,4,19:00,23:00,185.56,El Agustino
1027,Supermercado Peruanito - La Punta,-12.0488,-77.0519,1,07:00,15:00,371.73,Breña
1028,Plaza de Acho Express,-12.1047,-77.0432,1,07:00,10:00,233.59,San Isidro
1029,Parque de la Familia 5,-12.287,-76.9009,1,11:00,14:00,451.83,Chaclacayo
1030,Plaza de la Democracia Express,-12.0655,-77.1797,2,16:00,23:00,282.78,La Punta
1031,Restaurante El Mercado Sur,-12.1461,-77.0218,5,11:00,14:00,146.77,Barranco
1032,Centro Financiero Plus,-12.0662,-77.1275,2,12:00,16:00,187.09,Bellavista
1033,Universidad de Lima 5,-12.0267,-77.0223,3,11:00,19:00,274.67,Rímac
1034,Parque de la Reserva Premium,-11.7417,-77.1562,4,06:00,08:00,76.6,Ancón
1035,Farmacia Cruz Verde 5,-12.0945,-77.0236,1,14:00,16:00,274.61,San Luis
1036,Farmacia El Rey Terciario,-11.8121,-76.974,5,10:00,16:00,132.43,Santiago de Surco
1037,Universidad del Pacífico Terciario,-12.0353,-76.9527,1,12:00,16:00,340.95,San Juan de Lurigancho
1038,Parque Kennedy Premium,-12.3603,-76.9273,2,20:00,22:00,278.56,Villa María del Triunfo
1039,Centro Comercial Open Plaza - Carmen de la Legua,-12.0862,-77.0517,3,20:00,23:00,205.03,Lince
1040,Restaurante Osaka Este,-12.0608,-77.1621,4,16:00,18:00,167.84,La Punta
1041,Centro Comercial Real Plaza - Mi Perú,-12.2008,-76.9831,3,20:00,23:00,261.07,Chaclacayo
1042,Estadio Nacional Norte,-12.0627,-77.1632,2,13:00,16:00,392.04,La Punta
1043,Centro Financiero Express,-12.3499,-77.0789,5,06:00,14:00,83.03,Villa El Salvador
1044,Farmacia El Rey Express,-12.0435,-77.1181,2,18:00,23:00,257.05,Carmen de la Legua
1045,Hotel Westin Premium,-12.0465,-77.1255,1,16:00,23:00,431.14,Carmen de la Legua
1046,Farmacia El Rey Express,-11.9075,-76.9606,3,09:00,11:00,286.1,Mi Perú
1047,Restaurante Maido Norte,-12.1282,-77.039,2,07:00,09:00,227.06,Miraflores
1048,Plaza Bolognesi Premium,-11.8653,-77.0201,2,17:00,19:00,253.86,Santiago de Surco
1049,Mercado de Miraflores 5,-11.8377,-76.8363,5,11:00,13:00,84.34,Villa María del Triunfo
1050,Hotel Radisson Plus,-12.0488,-77.0479,3,10:00,13:00,139.39,Breña
1051,Supermercado Peruanito - Miraflores,-12.3276,-76.8736,2,12:00,14:00,390.42,Lurín
1052,Mercado de Miraflores Express,-12.4085,-76.9445,2,19:00,22:00,249.55,Lurigancho
1053,Farmacia San Pablo - San Juan de Lurigancho,-12.0776,-77.0866,3,20:00,23:00,139.39,Pachacámac
1054,Farmacia Universal Plus,-12.174,-76.8492,1,15:00,19:00,308.01,Chorrillos
1055,Parque de la Reserva Express,-12.0783,-77.0686,5,20:00,23:00,133.26,Pueblo Libre
1056,Plaza San Martín Terciario,-12.005,-77.052,5,19:00,23:00,91.65,San Martín de Porres
1057,Restaurante Amaz 1,-11.7531,-77.1434,2,17:00,23:00,326.71,Ancón
1058,Farmacia El Rey Secundario,-12.4708,-77.0814,5,10:00,12:00,28.46,Santiago de Surco
1059,Centro Comercial Plaza San Miguel Premium,-12.0319,-77.1278,4,15:00,23:00,96.06,Carmen de la Legua
1060,Hotel Sheraton 1,-12.0737,-77.1675,2,07:00,10:00,308.89,La Punta
1061,Supermercado El Tigre Express,-11.8877,-76.9076,3,06:00,10:00,169.56,Chorrillos
1062,Universidad San Martín Plus,-12.0582,-77.0739,1,16:00,18:00,382.11,San Miguel
1063,Universidad UPC - Puente Piedra,-11.8936,-77.1948,3,06:00,12:00,233.52,Ventanilla
1064,Clínica San Borja Plus,-12.491,-76.9684,3,10:00,18:00,155.42,Lurigancho
1065,Universidad ESAN Express,-12.0568,-77.08,3,07:00,09:00,101.23,San Miguel
1066,Parque de la Reserva 1,-11.9517,-77.1149,4,19:00,23:00,150.3,Santiago de Surco
1067,Centro Comercial Plaza Norte Premium,-12.0673,-77.0576,5,07:00,10:00,56.0,Pueblo Libre
1068,Clínica Internacional Express,-11.8931,-77.1991,1,19:00,23:00,325.29,Ventanilla
1069,Farmacia El Rey Express,-12.0742,-76.9571,2,19:00,23:00,357.06,La Molina
1070,Mercado de San Isidro 4,-12.0505,-77.1387,2,18:00,23:00,313.25,Bellavista
1071,Plaza San Martín Premium,-12.1131,-77.1145,2,20:00,23:00,389.82,Santa Rosa
1072,Restaurante Maido Este,-12.0656,-77.1203,5,07:00,09:00,68.24,Bellavista
1073,Universidad San Martín 4,-12.0579,-77.1555,4,06:00,14:00,79.0,Callao
1074,Universidad Científica del Sur - La Punta,-11.8304,-77.1573,5,16:00,23:00,140.59,San Juan de Lurigancho
1075,Hospital Alberto Sabogal Norte,-12.0316,-77.1289,4,15:00,17:00,116.8,Carmen de la Legua
1076,Restaurante Maido Plus,-11.9062,-77.0456,3,15:00,23:00,131.11,Carabayllo
1077,Centro Comercial Plaza Bellavista Plus,-12.465,-77.1079,1,19:00,22:00,459.75,San Juan de Miraflores
1078,Hotel Sonesta 1,-12.0485,-77.0424,4,15:00,18:00,96.47,Breña
1079,Mercado de Surquillo Premium,-11.7542,-77.1577,4,14:00,17:00,87.43,Ancón
1080,Mercado de Chorrillos Plus,-11.8959,-77.0447,2,14:00,23:00,388.35,Carabayllo
1081,Restaurante El Mercado 1,-12.1541,-77.0062,5,11:00,23:00,114.96,Surco
1082,Parque de la Amistad 4,-12.1329,-77.0139,1,09:00,15:00,276.64,Barranco
1083,Restaurante El Chinito Express,-12.0311,-77.0173,4,15:00,21:00,146.33,Rímac
1084,Hospital Edgardo Rebagliati 1,-11.8418,-77.0931,1,12:00,18:00,229.25,Puente Piedra
1085,Restaurante Maido Express,-12.1331,-77.0188,1,20:00,23:00,444.12,Barranco
1086,Mercado de Surquillo - Barranco,-12.0394,-77.0156,1,19:00,23:00,446.71,Rímac
1087,Centro Comercial Plaza Central - Chaclacayo,-12.0235,-77.028,2,12:00,18:00,275.44,Rímac
1088,Parque de las Leyendas - San Miguel,-11.9074,-77.1995,2,10:00,18:00,334.5,Ventanilla
1089,Centro Comercial Jockey Plaza Terciario,-12.0757,-77.0418,4,08:00,10:00,80.87,Lince
1090,Plaza Dos de Mayo Plus,-12.0813,-77.0795,2,11:00,15:00,268.33,Magdalena
1091,Parque Reducto Express,-12.4786,-76.9838,4,09:00,11:00,66.3,San Juan de Lurigancho
1092,Centro Comercial Plaza Norte - Villa María del Triunfo,-11.8445,-77.0902,1,16:00,23:00,246.66,Puente Piedra
1093,Universidad del Pacífico - Independencia,-11.9026,-77.0446,1,12:00,14:00,357.66,Carabayllo
1094,Restaurante Amaz - Carabayllo,-12.0801,-77.0089,1,19:00,23:00,396.37,San Borja
1095,Restaurante Osaka - Chosica,-12.3145,-77.0239,3,14:00,22:00,156.13,San Juan de Miraflores
1096,Parque de la Media Luna Secundario,-12.3918,-77.0838,2,17:00,23:00,181.91,Lurigancho
1097,Restaurante Osaka Express,-12.0243,-77.0248,2,17:00,23:00,250.32,Rímac
1098,Clínica Internacional Express,-11.9833,-77.0748,2,12:00,20:00,238.36,Los Olivos
1099,Hospital Alberto Sabogal Plus,-12.0315,-77.1218,3,11:00,19:00,232.96,Carmen de la Legua
1100,Hospital Nacional Dos de Mayo Express,-12.0639,-77.134,3,10:00,22:00,299.24,Bellavista
1101,Clínica San Borja Premium,-11.958,-77.0483,2,15:00,21:00,189.52,Comas
1102,Tottus Plus,-12.0548,-77.0561,3,10:00,16:00,255.98,Jesús María
1103,Parque de las Leyendas Oeste,-12.1114,-77.0229,3,12:00,16:00,194.01,Miraflores
1104,Estadio Nacional Plus,-12.0482,-76.9511,4,19:00,23:00,63.83,Ate
1105,Restaurante El Chinito - Magdalena,-11.9904,-77.0314,1,06:00,14:00,380.2,Pachacámac
1106,Hospital Nacional Dos de Mayo 1,-12.0079,-77.1765,2,20:00,23:00,159.03,Chorrillos
1107,Parque de la Pera Express,-12.4067,-77.1929,2,10:00,13:00,262.22,Lurigancho
1108,Farmacia San Pablo 5,-11.9054,-77.0478,3,10:00,16:00,137.51,Villa El Salvador
1109,Plaza de la Democracia - Breña,-12.0498,-76.9585,2,14:00,17:00,304.11,Ate
1110,Clínica San Borja - Mi Perú,-11.846,-76.9951,1,13:00,21:00,370.63,San Juan de Miraflores
1111,Parque El Olivar - Jesús María,-11.8953,-77.0429,1,09:00,17:00,452.43,Carabayllo
1112,Universidad Católica Terciario,-11.7462,-77.1434,2,08:00,16:00,237.86,Ancón
1113,Hotel Marriott Oeste,-12.0462,-76.9517,3,06:00,14:00,184.14,Ate
1114,Hospital María Auxiliadora Plus,-11.8148,-77.0758,3,12:00,16:00,271.26,Mi Perú
1115,Farmacia San Pablo Plus,-12.1038,-77.1122,2,17:00,23:00,191.07,Villa El Salvador
1116,Parque de la Reserva Este,-12.0285,-77.0236,1,15:00,23:00,441.32,Rímac
1117,Restaurante Amaz Premium,-12.4789,-77.1564,3,08:00,20:00,200.97,Pachacámac
1118,Hospital Alberto Sabogal Este,-11.989,-77.0765,2,13:00,16:00,201.55,Los Olivos
1119,Farmacia Universal Secundario,-11.8094,-77.0306,1,20:00,23:00,201.95,Lurín
1120,Universidad San Marcos - Carmen de la Legua,-12.0448,-77.0514,3,11:00,23:00,168.04,Breña
1121,Mercado de Surquillo Secundario,-12.0403,-76.9506,1,08:00,20:00,381.83,Ate
1122,Vivanda Plus,-12.0723,-77.1761,4,12:00,18:00,148.04,La Punta
1123,Clínica San Borja 1,-12.0613,-77.0515,2,15:00,17:00,388.49,Pueblo Libre
1124,Clínica Delgado - Pachacámac,-11.8918,-77.047,1,19:00,22:00,439.94,Carabayllo
1125,Centro Comercial Larcomar - Callao,-12.4843,-77.0802,4,19:00,23:00,168.22,Villa María del Triunfo
1126,Mercado de Surquillo 5,-12.0615,-77.179,3,10:00,16:00,108.45,La Punta
1127,Plaza Dos de Mayo Express,-12.0054,-77.0594,2,10:00,14:00,299.43,San Martín de Porres
1128,Farmacia Arcángel Principal,-12.0452,-77.1257,2,10:00,16:00,340.66,Carmen de la Legua
1129,Parque Kennedy Premium,-12.4849,-77.0357,5,16:00,20:00,32.02,Chaclacayo
1130,Plaza de Acho Express,-12.2125,-76.999,5,12:00,18:00,138.88,Villa El Salvador
1131,Mercado Central - San Isidro,-11.7489,-77.1595,2,06:00,14:00,335.09,Ancón
1132,Mercado Central Plus,-12.072,-77.009,2,15:00,21:00,365.39,San Borja
1133,Hotel Sheraton Secundario,-12.4777,-77.1134,3,12:00,14:00,157.76,Chorrillos
1134,Hotel Sonesta Plus,-11.7515,-77.1428,2,10:00,12:00,366.18,Ancón
1135,Restaurante La Mar Secundario,-11.8198,-76.8138,1,14:00,20:00,294.73,Lurín
1136,Centro Comercial Real Plaza 1,-11.9853,-77.0627,5,08:00,11:00,103.74,Los Olivos
1137,Clínica San Borja Principal,-12.0479,-76.9587,4,10:00,12:00,118.47,Ate
1138,Tottus Este,-12.0462,-77.0407,2,11:00,17:00,386.02,Breña
1139,Supermercado El Súper - El Agustino,-12.0548,-77.0767,2,18:00,21:00,295.48,San Miguel
1140,Supermercado El Súper - Santa Rosa,-12.3678,-77.1846,2,13:00,23:00,357.1,Chorrillos
1141,Centro Comercial MegaPlaza - Surco,-12.3922,-77.0268,4,16:00,23:00,169.3,Chorrillos
1142,Hospital Nacional Dos de Mayo Premium,-12.0707,-77.0478,1,12:00,23:00,243.1,Lince
1143,Mercado de Miraflores Express,-12.1048,-77.0469,2,11:00,23:00,394.18,San Isidro
1144,Supermercado El Triunfo Plus,-12.4282,-77.1967,5,06:00,10:00,95.32,Lurigancho
1145,Parque El Olivar Premium,-12.3461,-77.1173,3,20:00,23:00,270.23,Chosica
